date,open,high,low,close,volume
2021-01-04,274.78,275,265.2,268.94,15106113
2021-01-05,268.29,272.4,268.2111,270.97,9462436
2021-01-06,262,267.75,260.01,263.31,24354149
2021-01-07,265.9,271.61,264.78,268.74,15640288
2021-01-08,268.31,268.95,263.18,267.57,18528251
2021-01-11,260.48,263.47,255.9,256.84,30412286
2021-01-12,256.63,259.72,250.3,251.09,25772128
2021-01-13,251.55,253.95,249.2,251.64,19253840
2021-01-14,253.4,255.03,244.61,245.64,29739404
2021-01-15,247.9,253.86,247.16,251.36,24942930
2021-01-19,256.9,262.2,252.7201,261.1,27587774
2021-01-20,268.93,270.32,263.6,267.48,24590360
2021-01-21,269.26,273.6,267.4901,272.87,20838687
2021-01-22,272.01,278.47,272,274.5,21954042
2021-01-25,278.14,280.1,271.51,278.01,18920773
2021-01-26,278.1398,285.39,277.81,282.05,19373636
2021-01-27,282.53,283.45,268.1201,272.14,35346194
2021-01-28,277.18,286.79,264.7,265,37338718
2021-01-29,265.3,266.56,254.85,258.33,30389499
2021-02-01,259.52,264.17,254.91,262.01,22744266
2021-02-02,264,268.85,263.27,267.08,16972041
2021-02-03,265.62,269.2,263.84,266.65,14223377
2021-02-04,267.01,268.16,264,266.49,16059958
2021-02-05,266.8,269.17,265.67,268.1,12454367
2021-02-08,268.75,269.86,265,266.58,13258245
2021-02-09,266.44,273.39,265.75,269.45,14613375
2021-02-10,272.4465,273.7999,267.72,271.87,14188230
2021-02-11,271.89,273.58,268.49,270.39,12477640
2021-02-12,270.52,271.18,268.34,270.5,9097597
2021-02-16,270.8,276.6,270.05,273.97,15417243
2021-02-17,271.24,273.97,269.58,273.57,12763240
2021-02-18,269.565,271.95,266.03,269.39,15249134
2021-02-19,269.86,270.27,260.15,261.56,25622587
2021-02-22,257.95,263.07,257.53,260.33,17434873
2021-02-23,259.5,267.46,254.96,265.855,21924557
2021-02-24,262.325,266.38,258.39,264.31,15736123
2021-02-25,262.3,266.94,254.04,254.69,19053142
2021-02-26,256.47,265.55,256.47,257.62,26619517
2021-03-01,260.82,266.65,257.9039,264.91,22157255
2021-03-02,265.78,266.71,258.65,259,15191722
2021-03-03,260.29,260.9899,255.1,255.41,15292126
2021-03-04,256.47,266.49,253.5,257.64,31626463
2021-03-05,260.67,265.45,255.61,264.28,26820055
2021-03-08,265.55,265.58,255.05,255.31,18391768
2021-03-09,261.175,268.53,259.81,265.74,22039740
2021-03-10,268.64,268.97,262.87,264.9,14210318
2021-03-11,268.11,277.9,267.82,273.88,21833979
2021-03-12,269.14,269.74,264.02,268.4,20600198
2021-03-15,269.08,275.96,268.5,273.75,16563060
2021-03-16,276.085,282.14,274.8,279.28,22178373
2021-03-17,275.705,286.23,275.41,284.01,21073640
2021-03-18,279.87,285.1899,278.28,278.62,18754853
2021-03-19,281.22,292.8,281.195,290.11,38930536
2021-03-22,290.45,299.705,286.7501,293.54,28273073
2021-03-23,293.15,298,289.81,290.63,22953488
2021-03-24,291,291.72,281.16,282.14,18550754
2021-03-25,280.98,288.06,277.75,278.74,24505648
2021-03-26,278.3018,284.5,277.77,283.02,17629185
2021-03-29,285.77,293.18,284.7,290.82,21718831
2021-03-30,289.83,292.47,286.7,288,17266852
2021-03-31,289.99,296.5,288.61,294.53,19498157
2021-04-01,298.4,302.4,296.6,298.66,17615980
2021-04-05,300.89,310.765,300.68,308.91,27969598
2021-04-06,308.8365,311.35,305.25,306.26,17335246
2021-04-07,306.34,314.25,305.5,313.09,22855241
2021-04-08,314.85,315.88,310.05,313.02,20894148
2021-04-09,311.4,314.74,310.33,312.46,15988568
2021-04-12,311.05,312.15,307.93,311.54,10881935
2021-04-13,312.21,314.428,309.32,309.76,14036927
2021-04-14,307.3,308.03,301.95,302.82,17421393
2021-04-15,306.34,310.14,304.1,307.82,14558273
2021-04-16,308.17,308.95,304.61,306.18,13059163
2021-04-19,305.007,307.7,300.56,302.24,14553507
2021-04-20,301.99,305.1,297.21,302.65,16796442
2021-04-21,301.945,301.98,297.39,301.47,14863474
2021-04-22,301.33,302.92,296.04,296.52,16375350
2021-04-23,298.76,302.59,297.15,301.13,17559498
2021-04-26,303.3396,305.8,301.56,303.04,16072889
2021-04-27,304.28,305.34,301.11,303.57,15309256
2021-04-28,307.36,310.92,305.37,307.1,33907210
2021-04-29,330.12,331.81,321.61,329.51,56526771
2021-04-30,326.1435,329.82,324.5,325.08,26332423
2021-05-03,326.17,328.55,321.84,322.58,18719462
2021-05-04,320.025,322.19,313.12,318.36,24032557
2021-05-05,318.19,321.06,314.49,315.02,15577605
2021-05-06,314.52,320.24,313.275,320.02,19012241
2021-05-07,322.38,322.935,318.75,319.08,15916743
2021-05-10,314.35,314.5786,304.83,305.97,24050335
2021-05-11,300.75,306.84,299.69,306.53,18767808
2021-05-12,301.13,304.96,298.19,302.55,24641010
2021-05-13,306.0833,308.86,302.7701,305.26,18079160
2021-05-14,309.54,316.85,309.08,315.94,19057238
2021-05-17,313.55,315.68,311.58,315.46,15356141
2021-05-18,315.59,316.5,309.81,309.96,14396686
2021-05-19,304.185,314.66,303.57,313.59,19004390
2021-05-20,313.58,319.25,313.16,318.61,17320241
2021-05-21,319.29,319.93,315.8101,316.23,13600901
2021-05-24,318.21,325.95,318.03,324.63,16343794
2021-05-25,327.08,329.18,324.8,327.79,16436965
2021-05-26,328.35,329.8299,325.82,327.66,9607561
2021-05-27,328,333.78,326.76,332.75,20286922
2021-05-28,331,332.8684,328.33,328.73,12037430
2021-06-01,330.15,331.42,326.64,329.13,11765906
2021-06-02,330.38,331.87,327.1215,329.15,11645698
2021-06-03,325.78,327.375,323.48,326.04,12569358
2021-06-04,325.9,332.455,325.18,330.35,13156889
2021-06-07,329.48,337.69,328.93,336.58,20110431
2021-06-08,336.7,338.2999,332.24,333.68,14580464
2021-06-09,335.74,336.8,330,330.25,13654652
2021-06-10,330.785,333.94,328.545,332.46,13161143
2021-06-11,332.58,332.83,328.93,331.26,13524236
2021-06-14,331.9,336.82,329.81,336.77,12250799
2021-06-15,336.99,339.92,335.03,336.75,15742806
2021-06-16,336.695,337.55,328.72,331.08,17031281
2021-06-17,330.49,337.98,330.15,336.51,17794080
2021-06-18,334.53,336.15,329,329.66,23039457
2021-06-21,331.09,332.92,327.65,332.29,11070712
2021-06-22,332.685,339.92,332.6,339.03,15215474
2021-06-23,339.35,343.4199,338.2,340.59,14817824
2021-06-24,341.85,344.9,341.79,343.18,12287867
2021-06-25,342.59,344.12,339.68,341.37,14594444
2021-06-28,342.46,358.14,341.77,355.64,28928889
2021-06-29,356.27,356.74,349.05,351.89,21331628
2021-06-30,352.165,352.92,347.17,347.71,15107514
2021-07-01,346.82,354.6699,346.5,354.39,17137021
2021-07-02,355.1,356.44,352.62,354.7,11524614
2021-07-06,356.5,358.79,349.18,352.78,13211008
2021-07-07,355.26,356.49,350,350.49,14141365
2021-07-08,345.73,348.33,342.56,345.65,14267692
2021-07-09,345.32,350.71,345.265,350.42,13018694
2021-07-12,351.23,354.19,349.64,353.16,10018624
2021-07-13,351.5,358.49,348.8,352.09,11455963
2021-07-14,354.56,355.2,346.73,347.63,13894221
2021-07-15,349.2348,349.2348,340.22,344.46,14781594
2021-07-16,344.91,345.9899,340.14,341.16,10825814
2021-07-19,337.57,339.79,334.54,336.95,14372345
2021-07-20,338.8,343.45,334.5,341.66,10984410
2021-07-21,341.5,346.52,341.25,346.23,9279657
2021-07-22,346.68,351.54,345.21,351.19,12385441
2021-07-23,360.91,375.33,357.19,369.79,33694328
2021-07-26,369.58,374.44,368.22,372.46,14811113
2021-07-27,371.91,373.15,364.55,367.81,14926227
2021-07-28,374.56,377.5499,366.93,373.28,29676910
2021-07-29,361,365.52,356.74,358.32,33413244
2021-07-30,354,360.73,352.94,356.3,15976179
2021-08-02,358.1,359.4,350.74,351.95,12688575
2021-08-03,352.73,353.7699,347.7,351.24,12406054
2021-08-04,352.42,360.48,351.51,358.92,14180572
2021-08-05,359.64,363.9,356.9,362.97,10247207
2021-08-06,361.4,365.15,361.395,363.51,8925017
2021-08-09,363.7623,365.775,360.75,361.61,7798872
2021-08-10,361.825,364.1,359.0435,361.13,7469878
2021-08-11,362.1,362.36,357.81,359.96,8400332
2021-08-12,358.45,363,357.11,362.65,7175206
2021-08-13,362.97,364.6607,361.48,363.18,7195724
2021-08-16,362.52,366.95,357.38,366.56,11232269
2021-08-17,362.98,364.67,355.07,358.45,12308213
2021-08-18,356.25,359.86,355.15,355.45,9408786
2021-08-19,351.345,357.57,351,355.12,11753981
2021-08-20,354.6,359.9898,353.31,359.37,8659608
2021-08-23,359.44,365.69,359.1,363.35,10885198
2021-08-24,363.66,367.9559,361.84,365.51,9076935
2021-08-25,365.6,370.86,365.4,368.39,8775313
2021-08-26,368.375,369.44,364.13,364.38,7861213
2021-08-27,365.1,373.74,364.08,372.63,11060624
2021-08-30,372.56,381.49,370.52,380.66,13525490
2021-08-31,379.95,382.759,378.8,379.38,12255298
2021-09-01,379.59,384.33,378.81,382.05,11524311
2021-09-02,381.5,381.75,374.06,375.28,14761709
2021-09-03,374.75,377.16,373.11,376.26,7511356
2021-09-07,375.88,382.96,373.15,382.18,10658060
2021-09-08,380.16,380.87,374.79,377.57,10991125
2021-09-09,377.64,379.83,376.565,378,8953042
2021-09-10,381.361,383.79,378.26,378.69,11191779
2021-09-13,381.68,381.75,374.3451,376.51,12113995
2021-09-14,377.4,378.59,375.11,376.53,8367306
2021-09-15,377,377.555,367.67,373.92,17793362
2021-09-16,372.79,373.56,369.71,373.06,11566850
2021-09-17,371.405,371.41,361.59,364.72,26059658
2021-09-20,359.3,361.03,349.8,355.7,19616257
2021-09-21,358.5,360.04,355.19,357.48,11654698
2021-09-22,347.23,349.84,340.6901,343.21,43151031
2021-09-23,345.355,349.67,343,345.96,21623221
2021-09-24,343.2387,354.35,342.37,352.96,18755301
2021-09-27,349.805,355.15,347.08,353.58,15185021
2021-09-28,347.97,349.6,338.92,340.65,21092884
2021-09-29,343.15,345.23,338.88,339.61,14176253
2021-09-30,340.445,342.8,338.15,339.39,16360190
2021-10-01,341.61,345.02,338.64,343.01,14773252
2021-10-04,335.53,335.94,322.7,326.23,41887935
2021-10-05,328.58,335.18,326.1638,332.96,35224110
2021-10-06,329.74,334.38,325.8,333.64,26320623
2021-10-07,337,338.84,328.98,329.22,28201997
2021-10-08,331.51,333.4,328.71,330.05,15889692
2021-10-11,327.625,330.46,325.31,325.45,14646273
2021-10-12,323.03,324.38,317.37,323.77,31222568
2021-10-13,326.97,327,322.66,324.54,14520488
2021-10-14,328.355,330.52,327.1,328.53,14218835
2021-10-15,328.68,329.07,322.51,324.76,21385840
2021-10-18,328.95,335.89,327.5,335.34,21238417
2021-10-19,339.645,342.46,337.28,339.99,18707585
2021-10-20,343.445,343.98,339.4531,340.78,13581494
2021-10-21,340.275,342.31,337.8,341.88,15425175
2021-10-22,326.345,329.63,321.11,324.61,35013392
2021-10-25,320.3,329.56,319.72,328.69,34385788
2021-10-26,328.26,330.2099,309.6,315.81,65376977
2021-10-27,314.19,319.25,312.06,312.22,29646934
2021-10-28,312.99,325.52,308.11,316.92,50339197
2021-10-29,320.19,325.9999,319.6,323.57,36640949
2021-11-01,326.04,333.45,326,329.98,31353325
2021-11-02,331.38,334.7895,323.8,328.08,28259036
2021-11-03,327.49,332.15,323.2,331.62,20457118
2021-11-04,334.0065,337.273,332.65,335.85,22018494
2021-11-05,340.31,346.79,339.64,341.13,26347818
2021-11-08,344.42,344.789,338.34,338.62,18190506
2021-11-09,340,341.3075,334.47,335.37,17469000
2021-11-10,332.49,333.19,325.51,327.64,21819789
2021-11-11,329.82,332.459,327,327.74,12282131
2021-11-12,330.18,341.86,329.78,340.89,25288579
2021-11-15,344.34,353.65,343.2,347.56,24927345
2021-11-16,343.83,346.65,340.87,342.96,18078622
2021-11-17,344.24,347.3,340.1,340.77,13532783
2021-11-18,339.72,342.46,335.3,338.69,17462014
2021-11-19,342.2,352.1,339.9,345.3,25817935
2021-11-22,349.05,353.83,340.51,341.01,24267769
2021-11-23,338.93,341.3999,333.5,337.25,17184592
2021-11-24,336,341.78,332.81,341.06,13566181
2021-11-26,335.795,337.75,331.902,333.12,14688615
2021-11-29,336.89,340.67,335.305,338.03,16282873
2021-11-30,335,335.81,323.43,324.46,25246939
2021-12-01,330.29,330.5,310.29,310.6,30168811
2021-12-02,311.4,314.6,307.2,310.39,24327211
2021-12-03,313.73,313.75,299.5,306.84,27041396
2021-12-06,308.13,320.1,306.34,317.87,21511804
2021-12-07,321.57,326.54,321,322.81,18794047
2021-12-08,325,332.75,323.07,330.56,19441030
2021-12-09,329.54,336.13,328,329.82,16840926
2021-12-10,332.555,335.03,326.37,329.75,14281096
2021-12-13,330.95,341.09,329.59,334.49,22743009
2021-12-14,328.05,335.7,327.65,333.74,19152681
2021-12-15,332.4935,342.11,323.98,341.66,24065601
2021-12-16,338.98,344.46,333.74,334.9,22587872
2021-12-17,332.795,337.11,330.75,333.79,39672100
2021-12-20,329.775,329.9,322.53,325.45,17678238
2021-12-21,326.41,336,323.75,334.2,15516431
2021-12-22,333.8003,334.51,328.26,330.45,16714354
2021-12-23,330.1,336.67,328.36,335.24,13987698
2021-12-27,338.845,347.87,338.01,346.18,17726126
2021-12-28,346.63,352.71,345.2,346.22,16415427
2021-12-29,346.91,349.6899,341.6401,342.94,10683967
2021-12-30,344,347.23,343.22,344.36,10556734
2021-12-31,343.015,343.44,336.27,336.35,12516527
2022-01-03,338.295,341.0816,337.19,338.54,14166774
2022-01-04,339.95,343.0854,331.8711,336.53,15530232
2022-01-05,333.02,335.76,323.84,324.17,20209839
2022-01-06,322.82,339.165,322.72,332.46,27732733
2022-01-07,332.74,337,328.8801,331.79,14667144
2022-01-10,325.31,328.34,315.43,328.07,24828659
2022-01-11,326.78,334.63,325.28,334.37,16191633
2022-01-12,335.18,336.365,330.03,333.26,14060522
2022-01-13,334.98,335.63,325.76,326.48,14672853
2022-01-14,321.79,332.73,321.21,331.9,16868497
2022-01-18,323.29,324.21,317.64,318.15,22352652
2022-01-19,319.5822,327.1,319.33,319.59,20563976
2022-01-20,323.9,327.82,315.98,316.56,16641902
2022-01-21,314.81,318.31,303.04,303.17,28364134
2022-01-24,297.84,309.53,289.01,308.71,38195549
2022-01-25,299.95,306.23,297.58,300.15,24740170
2022-01-26,307.01,307.51,290.85,294.63,28148471
2022-01-27,297.752,301.709,294.26,294.64,21421023
2022-01-28,295.6204,301.9,293.0333,301.71,21737140
2022-01-31,300.68,313.79,299.32,313.26,21484575
2022-02-01,314.555,319.6598,312.12,319,17540828
2022-02-02,327.82,328,316.8747,323,45369674
2022-02-03,244.645,248,235.745,237.76,185731854
2022-02-04,234.97,242.6099,230.11,237.09,89342247
2022-02-07,237.7,238.3,224.01,224.91,87950389
2022-02-08,220.85,225.77,216.15,220.18,93919996
2022-02-09,224.2,233.37,222.21,232,85911071
2022-02-10,228.27,235,226.7,228.07,46789058
2022-02-11,228.46,230.42,218.7701,219.55,45881978
2022-02-14,219.31,221,214.78,217.7,38013472
2022-02-15,220.47,221.15,215.06,221,42401482
2022-02-16,212.41,217.46,212.36,216.54,45678260
2022-02-17,214.02,217.5,207.1601,207.71,38333068
2022-02-18,209.39,210.75,205.18,206.16,37128438
2022-02-22,202.34,207.48,200.06,202.08,39703994
2022-02-23,204.16,206.94,198.05,198.45,44032176
2022-02-24,191.06,208.35,190.22,207.6,49708163
2022-02-25,204.94,211.32,203.18,210.48,37306993
2022-02-28,207.675,213.1508,206.83,211.03,34021138
2022-03-01,209.87,211.7517,202.22,203.49,26774541
2022-03-02,204.775,209.15,202.02,208.11,29335792
2022-03-03,209.015,209.08,201.42,202.97,26863071
2022-03-04,202.37,205.89,198.79,200.06,32021100
2022-03-07,200.79,200.89,187.28,187.47,38115144
2022-03-08,187.85,196.7,186.11,190.29,36627917
2022-03-09,195.74,199.1,193.92,198.5,31776917
2022-03-10,194.84,196.28,191.068,195.21,24564961
2022-03-11,192.635,193.56,186.67,187.61,34378812
2022-03-14,187.03,192.29,185.82,186.63,30919329
2022-03-15,190.8,192.28,185.911,192.03,31636434
2022-03-16,194.7,203.73,194.52,203.63,40093054
2022-03-17,201.7,208.04,201.11,207.84,29287482
2022-03-18,206.7,216.8,206,216.49,51157976
2022-03-21,214.5,214.71,207.63,211.49,29072837
2022-03-22,211.37,219.46,210.18,216.65,31934386
2022-03-23,213.33,216.7988,212.16,213.46,23547393
2022-03-24,215,220.67,214.79,219.57,31336499
2022-03-25,220.51,225.5,218.8901,221.82,39854786
2022-03-28,222.13,224.04,219.54,223.59,25573374
2022-03-29,226.07,230.89,225.29,229.86,31001537
2022-03-30,228.91,231.151,226.71,227.85,24713153
2022-03-31,228.45,228.49,222.26,222.36,24029964
2022-04-01,224.55,227.28,222.7,224.85,19509371
2022-04-04,225.98,234.351,225.86,233.89,27254402
2022-04-05,234.08,236.86,231.02,231.84,29525086
2022-04-06,226.91,228.9899,221.405,223.3,28858753
2022-04-07,223.93,225.52,218.56,222.95,19696164
2022-04-08,222.38,225.13,220.0283,222.33,18344461
2022-04-11,218.42,220.61,215.2198,216.46,20452089
2022-04-12,220.235,222.03,213.13,214.14,19780367
2022-04-13,211.82,216.61,211.33,214.99,19089182
2022-04-14,214.89,214.99,210,210.18,18379455
2022-04-18,210,213.38,208.3,210.77,16493191
2022-04-19,210.52,218.4299,209,217.31,19890849
2022-04-20,213.605,214.16,198.92,200.42,42859593
2022-04-21,201.6,202.965,185.58,188.07,49158794
2022-04-22,190.37,192.72,183.27,184.11,36308593
2022-04-25,182.73,187.18,181.655,186.99,29184244
2022-04-26,186.63,187.185,179.5,180.95,30872853
2022-04-27,174.43,181.2099,169,174.95,62301463
2022-04-28,202.92,208.53,192.9,205.73,100004980
2022-04-29,204.46,212.48,199.9,200.47,48734773
2022-05-02,201.165,211.88,200.99,211.13,49628085
2022-05-03,210.45,214.8999,208.09,212.03,41444078
2022-05-04,210.65,224.3,206.96,223.41,41197345
2022-05-05,218.74,220.17,206.16,208.28,41039253
2022-05-06,207.34,209.38,201.02,203.77,34609497
2022-05-09,199.84,202.57,195.58,196.21,36042902
2022-05-10,199.51,202.96,194.19,197.65,34403078
2022-05-11,196.325,200.6742,188.27,188.74,31041408
2022-05-12,187.055,198.05,184.78,191.24,38238101
2022-05-13,192.58,199.89,191.28,198.62,24371224
2022-05-16,197.05,205.37,195.93,200.04,27027775
2022-05-17,202.115,205.46,198.36,202.62,24747425
2022-05-18,200,201,191.63,192.24,23810473
2022-05-19,191.2,195.29,189.6,191.29,24383466
2022-05-20,194.97,197.91,187.87,193.54,31286848
2022-05-23,195.19,196.9924,191.24,196.23,22708259
2022-05-24,180.55,183.6759,176.11,181.28,50246717
2022-05-25,180.4,185.45,179.32,183.83,27561268
2022-05-26,182.878,192.8301,182.26,191.63,22957979
2022-05-27,191.36,195.3329,189.8,195.13,22562727
2022-05-31,194.885,197.6,192.01,193.64,25915926
2022-06-01,196.51,199.53,185,188.64,36393928
2022-06-02,188.45,200.935,187.73,198.86,31488870
2022-06-03,195.98,196.61,189.78,190.78,19284201
2022-06-06,193.99,196.92,188.4,194.25,30425523
2022-06-07,191.93,196.53,191.49,195.65,18763822
2022-06-08,194.67,202.03,194.41,196.64,22226393
2022-06-09,194.28,199.45,183.68,184,23302624
2022-06-10,183.04,183.1,175.02,175.57,27421551
2022-06-13,170.59,172.575,164.03,164.26,31562448
2022-06-14,166.03,166.75,161.3601,163.73,26771547
2022-06-15,167.2,172.16,163.975,169.35,29806123
2022-06-16,163.72,165.08,159.61,160.87,26633885
2022-06-17,161.68,165.9,159.9,163.74,30488547
2022-06-21,165.93,167.76,155.97,157.05,49657495
2022-06-22,158.38,160.79,155.44,155.85,46301753
2022-06-23,156.27,159.75,154.25,158.75,39967911
2022-06-24,161.725,170.25,161.3,170.16,49918734
2022-06-27,171.32,171.75,168.01,169.49,28744207
2022-06-28,169.9,171.3,160.61,160.68,27669349
2022-06-29,163.57,166.33,160.32,163.94,28529359
2022-06-30,162.15,165.23,158.49,161.25,34979464
2022-07-01,160.31,160.62,155,160.03,31131322
2022-07-05,158.14,168.25,157.02,168.19,28545018
2022-07-06,168.2,171.59,165.46,169.77,23043122
2022-07-07,169.45,172.72,167.78,172.19,23894755
2022-07-08,169.98,172.4,168.1501,170.88,19156561
2022-07-11,167.065,167.49,161.91,162.88,21712128
2022-07-12,164.8,165.9107,162.1,163.27,16582731
2022-07-13,160.16,164.98,159.6127,163.49,16493799
2022-07-14,161.22,162.59,157.2801,158.05,23517402
2022-07-15,160.54,164.98,159.82,164.7,22490535
2022-07-18,166.75,171.685,165.64,167.23,23526695
2022-07-19,170.37,176.49,169.51,175.78,25762790
2022-07-20,177.485,183.6,176.7,183.09,24519258
2022-07-21,180.63,183.85,178.87,183.17,26065648
2022-07-22,173.07,175.5995,168.41,169.27,41933652
2022-07-25,169,170.57,164.805,166.65,24386614
2022-07-26,165.94,166,157.95,159.15,26572448
2022-07-27,162.59,170.87,162.02,169.58,39139452
2022-07-28,161.06,161.51,154.85,160.72,72564850
2022-07-29,157.69,160.14,155.17,159.1,41913823
2022-08-01,157.25,165.19,155.2301,159.93,40515749
2022-08-02,158.31,162.24,158.01,160.19,27229980
2022-08-03,162.69,169.54,161.57,168.8,31647687
2022-08-04,168.295,172.15,166.8,170.57,23787341
2022-08-05,166.99,171.612,165.8,167.11,25764236
2022-08-08,168,177.51,167.13,170.25,27219144
2022-08-09,168.95,169.53,166.6,168.53,18615386
2022-08-10,175.99,180.48,173.95,178.34,30076879
2022-08-11,179.71,183.1,176.37,177.49,23989022
2022-08-12,180.81,181.4572,178.911,180.5,21158197
2022-08-15,178.96,181.44,178.2,180.89,15840306
2022-08-16,179.44,180.99,177.035,179.47,21038049
2022-08-17,176.76,178.14,174.17,174.85,20043895
2022-08-18,174.34,175.76,171.86,174.66,18755790
2022-08-19,170.2,172.32,167.05,167.96,26104473
2022-08-22,165.49,165.49,162.26,163.05,19138393
2022-08-23,162.48,165.05,160.7,161.11,17960351
2022-08-24,160.6,165.46,159.77,163.26,20891481
2022-08-25,165.18,168.88,164.02,168.78,15462647
2022-08-26,168.48,170.92,161.6726,161.78,23921121
2022-08-29,160.655,163.05,159.01,159.17,19771863
2022-08-30,160.355,161.66,155.91,157.16,19417622
2022-08-31,167.07,167.84,162.14,162.93,40750170
2022-09-01,163.58,167.3599,160.345,165.36,30074533
2022-09-02,167.45,167.93,159.22,160.32,22512237
2022-09-06,160.1,161.69,157.69,158.54,19282598
2022-09-07,157.76,160.955,156.81,160.39,16768207
2022-09-08,158.71,162.23,157.74,162.06,22261089
2022-09-09,163.248,169.54,163.02,169.15,22000101
2022-09-12,167.39,171.39,167.28,168.96,23168049
2022-09-13,161.54,161.63,152.67,153.13,44225414
2022-09-14,153.33,153.54,149.05,151.47,42956161
2022-09-15,149.8,154.1984,148.7,149.55,34389011
2022-09-16,148.05,148.58,144.2935,146.29,39978411
2022-09-19,145.235,148.58,145.1,148.02,22039819
2022-09-20,145.775,148.84,145.22,146.09,23138290
2022-09-21,146.39,149.6,142,142.12,38008475
2022-09-22,141.55,144.58,140.87,142.82,34162531
2022-09-23,141.42,142.62,138.89,140.41,31495005
2022-09-26,140.12,142.24,136.19,136.37,30214305
2022-09-27,137.92,139.42,134.1201,134.4,30553478
2022-09-28,134.62,142.03,134.27,141.61,32498013
2022-09-29,139.36,139.84,135.2,136.41,38929048
2022-09-30,136.05,140.99,135.5,135.68,33071008
2022-10-03,137.14,139.62,136.1,138.61,27564372
2022-10-04,140.49,142.3901,139.34,140.28,34533204
2022-10-05,138.24,140.21,134.78,138.98,27896351
2022-10-06,137.715,141.45,136.6,139.07,36094766
2022-10-07,136.76,138.29,132.44,133.45,33095256
2022-10-10,133.55,136.11,131.87,133.79,23840746
2022-10-11,131.62,132.66,126.99,128.54,37646266
2022-10-12,128.32,129.67,126.25,127.5,34456053
2022-10-13,123.53,131.14,122.5301,130.29,34280389
2022-10-14,131,131.79,126.52,126.76,23484898
2022-10-17,130.3,134.79,130.18,134.04,29462152
2022-10-18,137.085,137.8399,131.4,132.8,25274382
2022-10-19,132.89,137,132.22,133.23,30528337
2022-10-20,132.93,136.77,131.31,131.53,25118550
2022-10-21,126.31,130.12,125.44,130.01,46143364
2022-10-24,127.25,133.48,124.57,129.72,63433057
2022-10-25,130.875,138.35,130.59,137.51,37709658
2022-10-26,131.68,135.55,128.53,129.82,63660693
2022-10-27,97.975,102.5,96.38,97.94,230333238
2022-10-28,99.58,100.85,97.51,99.2,94790631
2022-10-31,98.22,99.32,92.6,93.16,120740613
2022-11-01,94.33,97.49,93.55,95.2,109609095
2022-11-02,94.205,95.2,90.48,90.54,71135584
2022-11-03,90.08,90.4576,88.41,88.91,59762476
2022-11-04,90.35,91.39,88.09,90.79,54596929
2022-11-07,94.78,96.88,93.1,96.72,81540059
2022-11-08,95.92,97.8,94.79,96.47,51435123
2022-11-09,101.72,104.9,100.74,101.47,107344698
2022-11-10,107.12,112.75,104.61,111.87,79615065
2022-11-11,109.23,114.9,108.81,113.02,59021083
2022-11-14,110.99,116.27,110.8,114.22,53147759
2022-11-15,116.07,118.74,114.4116,117.08,50548611
2022-11-16,114.5,116.075,112.66,113.23,32439859
2022-11-17,110.41,112.33,109.8,111.45,35073536
2022-11-18,113.8,114.32,110.62,112.05,33259290
2022-11-21,111.52,112.3699,109.19,109.86,23642362
2022-11-22,109.86,111.62,108.3216,111.44,28976029
2022-11-23,111.72,112.67,110.73,112.24,21246220
2022-11-25,111.3,112.73,111.02,111.41,11995623
2022-11-28,110.78,112.04,108.38,108.78,23294738
2022-11-29,109.54,110.94,108.5437,109.46,23358029
2022-11-30,109.505,118.16,109.38,118.1,42961499
2022-12-01,119.198,121.2,118.4,120.44,36486672
2022-12-02,117.83,124.04,117.61,123.49,39821914
2022-12-05,121.75,124.67,121.35,122.43,35400046
2022-12-06,119.91,120.55,113.74,114.12,43599058
2022-12-07,113.76,115.88,112.88,113.93,28903648
2022-12-08,116.39,117.34,114.59,115.33,29504305
2022-12-09,115.3,117.54,113.87,115.9,25627798
2022-12-12,115.18,115.72,113.14,114.71,24436750
2022-12-13,122.13,123.3,118.64,120.15,44266984
2022-12-14,119.39,124.14,119.39,121.59,36660075
2022-12-15,118.33,118.625,114.01,116.15,34465870
2022-12-16,120.23,123.31,118.8214,119.43,67006304
2022-12-19,116.83,117.8,114.331,114.48,29531870
2022-12-20,113.26,117.33,112.46,117.09,28667796
2022-12-21,116.7,120.34,115.62,119.76,20363538
2022-12-22,117.2,118.62,114.38,117.12,23522542
2022-12-23,116.03,118.175,115.535,118.04,17758667
2022-12-27,117.93,118.6,116.0501,116.88,20394399
2022-12-28,116.25,118.15,115.51,115.62,19543597
2022-12-29,116.4,121.03,115.77,120.26,22301621
2022-12-30,118.16,120.42,117.74,120.34,19491594
